timetable_id,train_number,section_id,track_id,direction,scheduled_entry,scheduled_exit,transit_duration_mins,headway_buffer_mins,source
TT-5117,17441,ALJN-TDL,ALJN-TDL-DN,DOWN,2026-10-01 07:16:00,2026-10-01 07:47:00,31,15,SIMULATED_COA
TT-5118,17441,TDL-ETW,TDL-ETW-DN,DOWN,2026-10-01 07:57:00,2026-10-01 08:33:00,36,15,SIMULATED_COA
TT-5119,17441,ETW-CNB,ETW-CNB-DN,DOWN,2026-10-01 08:38:00,2026-10-01 09:33:00,55,15,SIMULATED_COA
TT-5120,17441,CNB-PRYJ,CNB-PRYJ-DN,DOWN,2026-10-01 09:38:00,2026-10-01 10:55:00,77,15,SIMULATED_COA
TT-5121,FRT-0005,NDLS-GZB,NDLS-GZB-DN-SLOW,DOWN,2026-10-01 17:54:00,2026-10-01 18:14:00,20,5,SIMULATED_COA
TT-5122,FRT-0005,GZB-ALJN,GZB-ALJN-DN,DOWN,2026-10-01 18:24:00,2026-10-01 19:38:00,74,5,SIMULATED_COA
TT-5123,FRT-0005,ALJN-TDL,ALJN-TDL-DN,DOWN,2026-10-01 19:43:00,2026-10-01 20:38:00,55,5,SIMULATED_COA
TT-5124,FRT-0005,TDL-ETW,TDL-ETW-DN,DOWN,2026-10-01 20:40:00,2026-10-01 21:45:00,65,5,SIMULATED_COA
TT-5125,FRT-0005,ETW-CNB,ETW-CNB-DN,DOWN,2026-10-01 21:47:00,2026-10-01 23:25:00,98,5,SIMULATED_COA
TT-5126,FRT-0005,CNB-PRYJ,CNB-PRYJ-DN,DOWN,2026-10-01 23:30:00,2026-10-02 01:47:00,137,5,SIMULATED_COA
TT-5127,17434,CNB-PRYJ,CNB-PRYJ-UP,UP,2026-10-01 10:19:00,2026-10-01 11:53:00,94,10,SIMULATED_COA
TT-5128,17434,ETW-CNB,ETW-CNB-UP,UP,2026-10-01 11:55:00,2026-10-01 13:02:00,67,10,SIMULATED_COA
TT-5129,17434,TDL-ETW,TDL-ETW-UP,UP,2026-10-01 13:12:00,2026-10-01 13:56:00,44,10,SIMULATED_COA
TT-5130,17434,ALJN-TDL,ALJN-TDL-UP,UP,2026-10-01 14:06:00,2026-10-01 14:43:00,37,10,SIMULATED_COA
TT-5131,17434,GZB-ALJN,GZB-ALJN-UP,UP,2026-10-01 14:45:00,2026-10-01 15:36:00,51,10,SIMULATED_COA
TT-5132,17434,NDLS-GZB,NDLS-GZB-UP-FAST,UP,2026-10-01 15:41:00,2026-10-01 15:55:00,14,10,SIMULATED_COA
TT-5133,17896,NDLS-GZB,NDLS-GZB-DN-SLOW,DOWN,2026-10-01 18:53:00,2026-10-01 19:09:00,16,8,SIMULATED_COA
TT-5134,17896,GZB-ALJN,GZB-ALJN-DN,DOWN,2026-10-01 19:14:00,2026-10-01 20:11:00,57,8,SIMULATED_COA
TT-5135,17896,ALJN-TDL,ALJN-TDL-DN,DOWN,2026-10-01 20:21:00,2026-10-01 21:03:00,42,8,SIMULATED_COA
TT-5136,17896,TDL-ETW,TDL-ETW-DN,DOWN,2026-10-01 21:05:00,2026-10-01 21:54:00,49,8,SIMULATED_COA
TT-5137,17896,ETW-CNB,ETW-CNB-DN,DOWN,2026-10-01 22:04:00,2026-10-01 23:19:00,75,8,SIMULATED_COA
TT-5138,17896,CNB-PRYJ,CNB-PRYJ-DN,DOWN,2026-10-01 23:24:00,2026-10-02 01:09:00,105,8,SIMULATED_COA
TT-5139,FRT-0008,NDLS-GZB,NDLS-GZB-DN-SLOW,DOWN,2026-10-01 19:35:00,2026-10-01 19:55:00,20,5,SIMULATED_COA
TT-5140,FRT-0008,GZB-ALJN,GZB-ALJN-DN,DOWN,2026-10-01 20:00:00,2026-10-01 21:14:00,74,5,SIMULATED_COA
TT-5141,FRT-0008,ALJN-TDL,ALJN-TDL-DN,DOWN,2026-10-01 21:19:00,2026-10-01 22:14:00,55,5,SIMULATED_COA
TT-5142,FRT-0008,TDL-ETW,TDL-ETW-DN,DOWN,2026-10-01 22:19:00,2026-10-01 23:24:00,65,5,SIMULATED_COA
TT-5143,FRT-0008,ETW-CNB,ETW-CNB-DN,DOWN,2026-10-01 23:29:00,2026-10-02 01:07:00,98,5,SIMULATED_COA
TT-5144,FRT-0008,CNB-PRYJ,CNB-PRYJ-DN,DOWN,2026-10-02 01:12:00,2026-10-02 03:29:00,137,5,SIMULATED_COA
TT-5145,17463,NDLS-GZB,NDLS-GZB-DN-FAST,DOWN,2026-10-01 08:37:00,2026-10-01 08:51:00,14,10,SIMULATED_COA
TT-5146,17463,GZB-ALJN,GZB-ALJN-DN,DOWN,2026-10-01 08:56:00,2026-10-01 09:47:00,51,10,SIMULATED_COA
TT-5147,17463,ALJN-TDL,ALJN-TDL-DN,DOWN,2026-10-01 09:49:00,2026-10-01 10:26:00,37,10,SIMULATED_COA
TT-5148,17463,TDL-ETW,TDL-ETW-DN,DOWN,2026-10-01 10:28:00,2026-10-01 11:12:00,44,10,SIMULATED_COA
TT-5149,17463,ETW-CNB,ETW-CNB-DN,DOWN,2026-10-01 11:17:00,2026-10-01 12:24:00,67,10,SIMULATED_COA
TT-5150,17463,CNB-PRYJ,CNB-PRYJ-DN,DOWN,2026-10-01 12:29:00,2026-10-01 14:03:00,94,10,SIMULATED_COA
TT-5151,15296,NDLS-GZB,NDLS-GZB-DN-FAST,DOWN,2026-10-01 01:49:00,2026-10-01 02:03:00,14,10,SIMULATED_COA
TT-5152,15296,GZB-ALJN,GZB-ALJN-DN,DOWN,2026-10-01 02:05:00,2026-10-01 02:56:00,51,10,SIMULATED_COA
TT-5153,15296,ALJN-TDL,ALJN-TDL-DN,DOWN,2026-10-01 02:58:00,2026-10-01 03:35:00,37,10,SIMULATED_COA
TT-5154,15296,TDL-ETW,TDL-ETW-DN,DOWN,2026-10-01 03:45:00,2026-10-01 04:29:00,44,10,SIMULATED_COA
TT-5155,15296,ETW-CNB,ETW-CNB-DN,DOWN,2026-10-01 04:34:00,2026-10-01 05:41:00,67,10,SIMULATED_COA
TT-5156,15296,CNB-PRYJ,CNB-PRYJ-DN,DOWN,2026-10-01 05:43:00,2026-10-01 07:17:00,94,10,SIMULATED_COA
TT-5157,16541,CNB-PRYJ,CNB-PRYJ-UP,UP,2026-10-01 14:12:00,2026-10-01 15:57:00,105,8,SIMULATED_COA
TT-5158,16541,ETW-CNB,ETW-CNB-UP,UP,2026-10-01 16:07:00,2026-10-01 17:22:00,75,8,SIMULATED_COA
TT-5159,16541,TDL-ETW,TDL-ETW-UP,UP,2026-10-01 17:32:00,2026-10-01 18:21:00,49,8,SIMULATED_COA
TT-5160,16541,ALJN-TDL,ALJN-TDL-UP,UP,2026-10-01 18:31:00,2026-10-01 19:13:00,42,8,SIMULATED_COA
TT-5161,16541,GZB-ALJN,GZB-ALJN-UP,UP,2026-10-01 19:15:00,2026-10-01 20:12:00,57,8,SIMULATED_COA
TT-5162,16541,NDLS-GZB,NDLS-GZB-UP-SLOW,UP,2026-10-01 20:22:00,2026-10-01 20:38:00,16,8,SIMULATED_COA
TT-5163,15444,CNB-PRYJ,CNB-PRYJ-UP,UP,2026-10-01 15:06:00,2026-10-01 16:27:00,81,15,SIMULATED_COA
TT-5164,15444,ETW-CNB,ETW-CNB-UP,UP,2026-10-01 16:32:00,2026-10-01 17:30:00,58,15,SIMULATED_COA
TT-5165,15444,TDL-ETW,TDL-ETW-UP,UP,2026-10-01 17:40:00,2026-10-01 18:18:00,38,15,SIMULATED_COA
TT-5166,15444,ALJN-TDL,ALJN-TDL-UP,UP,2026-10-01 18:23:00,2026-10-01 18:55:00,32,15,SIMULATED_COA
TT-5167,15444,GZB-ALJN,GZB-ALJN-UP,UP,2026-10-01 19:00:00,2026-10-01 19:44:00,44,15,SIMULATED_COA
TT-5168,15444,NDLS-GZB,NDLS-GZB-UP-FAST,UP,2026-10-01 19:54:00,2026-10-01 20:06:00,12,15,SIMULATED_COA
TT-5169,15105,CNB-PRYJ,CNB-PRYJ-UP,UP,2026-10-01 03:23:00,2026-10-01 05:08:00,105,8,SIMULATED_COA
TT-5170,15105,ETW-CNB,ETW-CNB-UP,UP,2026-10-01 05:10:00,2026-10-01 06:25:00,75,8,SIMULATED_COA
TT-5171,15105,TDL-ETW,TDL-ETW-UP,UP,2026-10-01 06:35:00,2026-10-01 07:24:00,49,8,SIMULATED_COA
TT-5172,15105,ALJN-TDL,ALJN-TDL-UP,UP,2026-10-01 07:26:00,2026-10-01 08:08:00,42,8,SIMULATED_COA
TT-5173,15105,GZB-ALJN,GZB-ALJN-UP,UP,2026-10-01 08:13:00,2026-10-01 09:10:00,57,8,SIMULATED_COA
TT-5174,15105,NDLS-GZB,NDLS-GZB-UP-SLOW,UP,2026-10-01 09:20:00,2026-10-01 09:36:00,16,8,SIMULATED_COA
TT-5175,19395,CNB-PRYJ,CNB-PRYJ-UP,UP,2026-10-01 05:55:00,2026-10-01 07:40:00,105,8,SIMULATED_COA
TT-5176,19395,ETW-CNB,ETW-CNB-UP,UP,2026-10-01 07:50:00,2026-10-01 09:05:00,75,8,SIMULATED_COA
TT-5177,19395,TDL-ETW,TDL-ETW-UP,UP,2026-10-01 09:07:00,2026-10-01 09:56:00,49,8,SIMULATED_COA
TT-5178,19395,ALJN-TDL,ALJN-TDL-UP,UP,2026-10-01 09:58:00,2026-10-01 10:40:00,42,8,SIMULATED_COA
TT-5179,19395,GZB-ALJN,GZB-ALJN-UP,UP,2026-10-01 10:42:00,2026-10-01 11:39:00,57,8,SIMULATED_COA
TT-5180,19395,NDLS-GZB,NDLS-GZB-UP-SLOW,UP,2026-10-01 11:44:00,2026-10-01 12:00:00,16,8,SIMULATED_COA
TT-5181,16662,NDLS-GZB,NDLS-GZB-DN-FAST,DOWN,2026-10-01 16:02:00,2026-10-01 16:14:00,12,15,SIMULATED_COA
TT-5182,16662,GZB-ALJN,GZB-ALJN-DN,DOWN,2026-10-01 16:19:00,2026-10-01 17:03:00,44,15,SIMULATED_COA
TT-5183,16662,ALJN-TDL,ALJN-TDL-DN,DOWN,2026-10-01 17:05:00,2026-10-01 17:37:00,32,15,SIMULATED_COA
TT-5184,16662,TDL-ETW,TDL-ETW-DN,DOWN,2026-10-01 17:39:00,2026-10-01 18:17:00,38,15,SIMULATED_COA
TT-5185,16662,ETW-CNB,ETW-CNB-DN,DOWN,2026-10-01 18:22:00,2026-10-01 19:20:00,58,15,SIMULATED_COA
