event_id,asset_id,date,day_index,category,severity,is_functional_failure,health_at_event
EVT-800082,AST-TRK-1102,2026-04-26,37,TRACK,URGENT,False,92.1
EVT-800083,AST-TRK-1029,2026-04-27,38,TRACK,URGENT,False,94.7
EVT-800084,AST-TRK-1168,2026-04-27,38,TRACK,EMERGENCY,True,96.9
EVT-800085,AST-OHE-1005,2026-04-28,39,OHE,EMERGENCY,True,92.0
EVT-800086,AST-SIG-1084,2026-04-28,39,SIGNAL,EMERGENCY,True,99.0
EVT-800087,AST-TRK-1160,2026-04-28,39,TRACK,URGENT,False,91.5
EVT-800088,AST-TRK-1038,2026-04-29,40,TRACK,EMERGENCY,True,95.5
EVT-800089,AST-TRK-1132,2026-04-29,40,TRACK,URGENT,False,94.4
EVT-800090,AST-TRK-1164,2026-04-29,40,TRACK,URGENT,False,90.2
EVT-800091,AST-SIG-1172,2026-04-29,40,SIGNAL,URGENT,False,96.2
EVT-800092,AST-TRK-1017,2026-04-30,41,TRACK,URGENT,False,93.1
EVT-800093,AST-TRK-1107,2026-04-30,41,TRACK,URGENT,False,94.2
EVT-800094,AST-TRK-1029,2026-05-01,42,TRACK,URGENT,False,94.3
EVT-800095,AST-SIG-1039,2026-05-01,42,SIGNAL,URGENT,False,94.9
EVT-800096,AST-TRK-1065,2026-05-01,42,TRACK,URGENT,False,88.3
EVT-800097,AST-TRK-1170,2026-05-01,42,TRACK,URGENT,False,88.5
EVT-800098,AST-SIG-1003,2026-05-02,43,SIGNAL,URGENT,False,98.0
EVT-800099,AST-TRK-1031,2026-05-02,43,TRACK,URGENT,False,94.4
EVT-800100,AST-OHE-1114,2026-05-02,43,OHE,EMERGENCY,True,86.3
EVT-800101,AST-PNT-1004,2026-05-03,44,POINT_MACHINE,URGENT,False,94.7
EVT-800102,AST-TRK-1065,2026-05-03,44,TRACK,URGENT,False,87.5
EVT-800103,AST-OHE-1015,2026-05-04,45,OHE,EMERGENCY,True,86.8
EVT-800104,AST-TRK-1037,2026-05-04,45,TRACK,EMERGENCY,True,94.6
EVT-800105,AST-TRK-1157,2026-05-04,45,TRACK,URGENT,False,98.0
EVT-800106,AST-TRK-1068,2026-05-05,46,TRACK,URGENT,False,94.0
EVT-800107,AST-TRK-1106,2026-05-05,46,TRACK,URGENT,False,94.7
EVT-800108,AST-PNT-1014,2026-05-06,47,POINT_MACHINE,EMERGENCY,True,97.2
EVT-800109,AST-TRK-1017,2026-05-06,47,TRACK,EMERGENCY,True,92.7
EVT-800110,AST-TRK-1034,2026-05-06,47,TRACK,URGENT,False,93.7
EVT-800111,AST-TRK-1082,2026-05-06,47,TRACK,URGENT,False,93.8
EVT-800112,AST-TRK-1038,2026-05-07,48,TRACK,URGENT,False,94.3
EVT-800113,AST-SIG-1072,2026-05-07,48,SIGNAL,URGENT,False,96.2
EVT-800114,AST-TRK-1099,2026-05-07,48,TRACK,EMERGENCY,True,94.2
EVT-800115,AST-OHE-1114,2026-05-07,48,OHE,EMERGENCY,True,85.7
EVT-800116,AST-TRK-1145,2026-05-07,48,TRACK,EMERGENCY,True,93.8
EVT-800117,AST-TRK-1105,2026-05-08,49,TRACK,URGENT,False,94.7
EVT-800118,AST-TRK-1082,2026-05-09,50,TRACK,URGENT,False,94.3
EVT-800119,AST-SIG-1039,2026-05-10,51,SIGNAL,URGENT,False,94.6
EVT-800120,AST-TRK-1046,2026-05-10,51,TRACK,URGENT,False,95.1
EVT-800121,AST-TRK-1153,2026-05-10,51,TRACK,URGENT,False,94.1
EVT-800122,AST-TRK-1006,2026-05-11,52,TRACK,URGENT,False,96.3
EVT-800123,AST-TRK-1093,2026-05-12,53,TRACK,URGENT,False,96.2
EVT-800124,AST-TRK-1160,2026-05-12,53,TRACK,URGENT,False,95.7
EVT-800125,AST-PNT-1063,2026-05-13,54,POINT_MACHINE,URGENT,False,97.0
EVT-800126,AST-TRK-1092,2026-05-13,54,TRACK,URGENT,False,95.4
EVT-800127,AST-TRK-1056,2026-05-14,55,TRACK,URGENT,False,92.3
EVT-800128,AST-TRK-1105,2026-05-14,55,TRACK,URGENT,False,94.1
EVT-800129,AST-TRK-1147,2026-05-14,55,TRACK,EMERGENCY,True,87.6
EVT-800130,AST-SIG-1022,2026-05-15,56,SIGNAL,URGENT,False,96.3
EVT-800131,AST-SIG-1039,2026-05-15,56,SIGNAL,URGENT,False,94.6
EVT-800132,AST-TRK-1076,2026-05-15,56,TRACK,EMERGENCY,True,96.6
EVT-800133,AST-SIG-1096,2026-05-15,56,SIGNAL,URGENT,False,92.9
EVT-800134,AST-PNT-1027,2026-05-16,57,POINT_MACHINE,URGENT,False,95.5
EVT-800135,AST-OHE-1028,2026-05-16,57,OHE,EMERGENCY,True,92.4
EVT-800136,AST-TRK-1171,2026-05-16,57,TRACK,URGENT,False,95.0
EVT-800137,AST-TRK-1143,2026-05-17,58,TRACK,URGENT,False,94.9
EVT-800138,AST-TRK-1147,2026-05-17,58,TRACK,URGENT,False,95.1
EVT-800139,AST-TRK-1157,2026-05-17,58,TRACK,URGENT,False,94.0
EVT-800140,AST-TRK-1123,2026-05-18,59,TRACK,EMERGENCY,True,95.5
EVT-800141,AST-TRK-1031,2026-05-19,60,TRACK,URGENT,False,92.8
EVT-800142,AST-SIG-1018,2026-05-20,61,SIGNAL,URGENT,False,93.3
EVT-800143,AST-PNT-1063,2026-05-20,61,POINT_MACHINE,URGENT,False,96.2
EVT-800144,AST-TRK-1142,2026-05-21,62,TRACK,URGENT,False,94.6
EVT-800145,AST-TRK-1166,2026-05-21,62,TRACK,URGENT,False,92.6
EVT-800146,AST-PNT-1053,2026-05-22,63,POINT_MACHINE,URGENT,False,94.3
EVT-800147,AST-TRK-1134,2026-05-22,63,TRACK,URGENT,False,91.5
EVT-800148,AST-TRK-1065,2026-05-23,64,TRACK,URGENT,False,93.0
EVT-800149,AST-TRK-1016,2026-05-24,65,TRACK,EMERGENCY,True,93.6
EVT-800150,AST-TRK-1042,2026-05-24,65,TRACK,URGENT,False,92.5
EVT-800151,AST-TRK-1121,2026-05-24,65,TRACK,URGENT,False,92.4
EVT-800152,AST-TRK-1158,2026-05-24,65,TRACK,EMERGENCY,True,92.3
EVT-800153,AST-TRK-1122,2026-05-25,66,TRACK,EMERGENCY,True,92.4
EVT-800154,AST-PNT-1023,2026-05-26,67,POINT_MACHINE,URGENT,False,89.6
EVT-800155,AST-TRK-1141,2026-05-26,67,TRACK,EMERGENCY,True,91.8
EVT-800156,AST-OHE-1010,2026-05-28,69,OHE,EMERGENCY,True,92.5
EVT-800157,AST-SIG-1062,2026-05-28,69,SIGNAL,URGENT,False,88.7
EVT-800158,AST-TRK-1095,2026-05-29,70,TRACK,URGENT,False,91.5
EVT-800159,AST-TRK-1124,2026-05-29,70,TRACK,URGENT,False,93.1
EVT-800160,AST-TRK-1163,2026-05-29,70,TRACK,URGENT,False,93.2
EVT-800161,AST-TRK-1037,2026-05-30,71,TRACK,URGENT,False,92.5
EVT-800162,AST-TRK-1087,2026-05-30,71,TRACK,URGENT,False,93.1
EVT-800163,AST-TRK-1093,2026-06-01,73,TRACK,URGENT,False,95.1
EVT-800164,AST-TRK-1083,2026-06-02,74,TRACK,EMERGENCY,True,93.0
EVT-800165,AST-TRK-1104,2026-06-02,74,TRACK,URGENT,False,94.6
EVT-800166,AST-TRK-1108,2026-06-02,74,TRACK,EMERGENCY,True,92.6
EVT-800167,AST-TRK-1029,2026-06-03,75,TRACK,URGENT,False,90.3
EVT-800168,AST-TRK-1102,2026-06-03,75,TRACK,URGENT,False,94.0
EVT-800169,AST-TRK-1110,2026-06-03,75,TRACK,EMERGENCY,True,90.3
EVT-800170,AST-TRK-1153,2026-06-03,75,TRACK,URGENT,False,91.6
EVT-800171,AST-PNT-1019,2026-06-05,77,POINT_MACHINE,EMERGENCY,True,89.8
EVT-800172,AST-SIG-1013,2026-06-06,78,SIGNAL,URGENT,False,89.5
EVT-800173,AST-PNT-1019,2026-06-06,78,POINT_MACHINE,URGENT,False,89.6
EVT-800174,AST-TRK-1079,2026-06-06,78,TRACK,URGENT,False,94.3
EVT-800175,AST-OHE-1086,2026-06-06,78,OHE,EMERGENCY,True,90.7
EVT-800176,AST-TRK-1155,2026-06-06,78,TRACK,URGENT,False,91.4
EVT-800177,AST-PNT-1023,2026-06-07,79,POINT_MACHINE,EMERGENCY,True,87.9
EVT-800178,AST-TRK-1044,2026-06-07,79,TRACK,URGENT,False,91.4
EVT-800179,AST-TRK-1017,2026-06-08,80,TRACK,URGENT,False,89.9
EVT-800180,AST-PNT-1023,2026-06-08,80,POINT_MACHINE,EMERGENCY,True,87.7
EVT-800181,AST-OHE-1028,2026-06-08,80,OHE,EMERGENCY,True,90.7
EVT-800182,AST-TRK-1082,2026-06-08,80,TRACK,URGENT,False,90.8
EVT-800183,AST-TRK-1122,2026-06-08,80,TRACK,EMERGENCY,True,91.2
EVT-800184,AST-TRK-1155,2026-06-08,80,TRACK,URGENT,False,91.2
EVT-800185,AST-TRK-1035,2026-06-10,82,TRACK,URGENT,False,90.9
EVT-800186,AST-TRK-1121,2026-06-10,82,TRACK,URGENT,False,91.0
EVT-800187,AST-TRK-1168,2026-06-10,82,TRACK,URGENT,False,93.1
EVT-800188,AST-OHE-1024,2026-06-11,83,OHE,EMERGENCY,True,91.8
EVT-800189,AST-TRK-1137,2026-06-11,83,TRACK,URGENT,False,92.0
EVT-800190,AST-TRK-1143,2026-06-11,83,TRACK,URGENT,False,93.2
EVT-800191,AST-TRK-1169,2026-06-12,84,TRACK,URGENT,False,90.5
EVT-800192,AST-SIG-1039,2026-06-13,85,SIGNAL,URGENT,False,93.6
EVT-800193,AST-TRK-1043,2026-06-13,85,TRACK,URGENT,False,91.2
EVT-800194,AST-SIG-1072,2026-06-13,85,SIGNAL,URGENT,False,98.0
EVT-800195,AST-TRK-1132,2026-06-13,85,TRACK,URGENT,False,95.2
EVT-800196,AST-TRK-1094,2026-06-14,86,TRACK,URGENT,False,91.6
EVT-800197,AST-TRK-1122,2026-06-14,86,TRACK,URGENT,False,91.2
EVT-800198,AST-SIG-1008,2026-06-15,87,SIGNAL,URGENT,False,93.9
EVT-800199,AST-TRK-1049,2026-06-15,87,TRACK,URGENT,False,90.3
EVT-800200,AST-TRK-1002,2026-06-17,89,TRACK,URGENT,False,91.3
EVT-800201,AST-TRK-1060,2026-06-17,89,TRACK,EMERGENCY,True,90.1
EVT-800202,AST-TRK-1105,2026-06-18,90,TRACK,EMERGENCY,True,98.0
EVT-800203,AST-PNT-1053,2026-06-19,91,POINT_MACHINE,URGENT,False,89.0
EVT-800204,AST-TRK-1078,2026-06-19,91,TRACK,EMERGENCY,True,90.8
EVT-800205,AST-TRK-1093,2026-06-19,91,TRACK,URGENT,False,93.3
EVT-800206,AST-TRK-1092,2026-06-20,92,TRACK,URGENT,False,91.9
EVT-800207,AST-TRK-1100,2026-06-21,93,TRACK,URGENT,False,91.8
EVT-800208,AST-OHE-1005,2026-06-22,94,OHE,EMERGENCY,True,93.1
EVT-800209,AST-SIG-1018,2026-06-22,94,SIGNAL,URGENT,False,91.5
EVT-800210,AST-SIG-1039,2026-06-22,94,SIGNAL,URGENT,False,93.3
EVT-800211,AST-SIG-1150,2026-06-22,94,SIGNAL,EMERGENCY,True,88.4
EVT-800212,AST-OHE-1064,2026-06-23,95,OHE,EMERGENCY,True,90.8
EVT-800213,AST-OHE-1086,2026-06-23,95,OHE,EMERGENCY,True,89.5
EVT-800214,AST-SIG-1112,2026-06-23,95,SIGNAL,URGENT,False,88.7
EVT-800215,AST-TRK-1165,2026-06-23,95,TRACK,EMERGENCY,True,91.1
EVT-800216,AST-TRK-1049,2026-06-24,96,TRACK,URGENT,False,90.4
EVT-800217,AST-SIG-1062,2026-06-24,96,SIGNAL,URGENT,False,87.4
EVT-800218,AST-PNT-1173,2026-06-24,96,POINT_MACHINE,URGENT,False,97.2
EVT-800219,AST-TRK-1101,2026-06-25,97,TRACK,EMERGENCY,True,96.5
EVT-800220,AST-TRK-1089,2026-06-26,98,TRACK,URGENT,False,89.9
EVT-800221,AST-TRK-1038,2026-06-27,99,TRACK,URGENT,False,94.6
EVT-800222,AST-TRK-1060,2026-06-27,99,TRACK,EMERGENCY,True,94.5
EVT-800223,AST-TRK-1001,2026-06-28,100,TRACK,URGENT,False,91.6
EVT-800224,AST-TRK-1068,2026-06-28,100,TRACK,URGENT,False,95.2
EVT-800225,AST-TRK-1121,2026-06-28,100,TRACK,URGENT,False,89.2
EVT-800226,AST-TRK-1157,2026-06-28,100,TRACK,URGENT,False,89.5
EVT-800227,AST-TRK-1158,2026-06-28,100,TRACK,URGENT,False,98.0
EVT-800228,AST-TRK-1001,2026-06-29,101,TRACK,URGENT,False,90.9
EVT-800229,AST-TRK-1056,2026-06-29,101,TRACK,EMERGENCY,True,93.8
EVT-800230,AST-TRK-1111,2026-06-29,101,TRACK,EMERGENCY,True,95.9
EVT-800231,AST-TRK-1118,2026-06-29,101,TRACK,EMERGENCY,True,94.2
EVT-800232,AST-TRK-1169,2026-06-29,101,TRACK,URGENT,False,95.2
EVT-800233,AST-TRK-1079,2026-06-30,102,TRACK,URGENT,False,91.1
EVT-800234,AST-OHE-1098,2026-06-30,102,OHE,EMERGENCY,True,92.3
EVT-800235,AST-TRK-1100,2026-06-30,102,TRACK,URGENT,False,95.8
EVT-800236,AST-TRK-1118,2026-06-30,102,TRACK,URGENT,False,93.9
EVT-800237,AST-TRK-1045,2026-07-01,103,TRACK,URGENT,False,94.8
EVT-800238,AST-TRK-1047,2026-07-01,103,TRACK,URGENT,False,94.2
EVT-800239,AST-TRK-1126,2026-07-01,103,TRACK,URGENT,False,91.8
EVT-800240,AST-PNT-1004,2026-07-02,104,POINT_MACHINE,URGENT,False,94.1
EVT-800241,AST-SIG-1018,2026-07-02,104,SIGNAL,URGENT,False,90.7
EVT-800242,AST-TRK-1171,2026-07-02,104,TRACK,URGENT,False,98.0
EVT-800243,AST-PNT-1009,2026-07-03,105,POINT_MACHINE,URGENT,False,95.5
EVT-800244,AST-TRK-1065,2026-07-03,105,TRACK,URGENT,False,98.0
EVT-800245,AST-TRK-1141,2026-07-03,105,TRACK,EMERGENCY,True,88.1
EVT-800246,AST-TRK-1144,2026-07-03,105,TRACK,URGENT,False,93.1
EVT-800247,AST-TRK-1033,2026-07-04,106,TRACK,EMERGENCY,True,89.3
EVT-800248,AST-TRK-1139,2026-07-04,106,TRACK,URGENT,False,88.9
EVT-800249,AST-TRK-1059,2026-07-05,107,TRACK,URGENT,False,98.0
EVT-800250,AST-OHE-1074,2026-07-05,107,OHE,EMERGENCY,True,93.1
EVT-800251,AST-PNT-1097,2026-07-05,107,POINT_MACHINE,URGENT,False,95.1
EVT-800252,AST-TRK-1108,2026-07-05,107,TRACK,URGENT,False,94.8
EVT-800253,AST-TRK-1144,2026-07-05,107,TRACK,URGENT,False,93.7
EVT-800254,AST-SIG-1150,2026-07-05,107,SIGNAL,URGENT,False,87.7
EVT-800255,AST-TRK-1154,2026-07-05,107,TRACK,URGENT,False,93.1
EVT-800256,AST-TRK-1163,2026-07-05,107,TRACK,URGENT,False,95.3
EVT-800257,AST-SIG-1052,2026-07-06,108,SIGNAL,EMERGENCY,True,94.3
EVT-800258,AST-TRK-1100,2026-07-06,108,TRACK,URGENT,False,94.7
EVT-800259,AST-TRK-1012,2026-07-07,109,TRACK,URGENT,False,89.0
EVT-800260,AST-OHE-1054,2026-07-07,109,OHE,URGENT,False,93.6
EVT-800261,AST-PNT-1073,2026-07-07,109,POINT_MACHINE,EMERGENCY,True,96.8
EVT-800262,AST-TRK-1077,2026-07-07,109,TRACK,URGENT,False,93.7
EVT-800263,AST-TRK-1047,2026-07-08,110,TRACK,URGENT,False,93.4
EVT-800264,AST-SIG-1096,2026-07-08,110,SIGNAL,URGENT,False,91.8
EVT-800265,AST-TRK-1120,2026-07-08,110,TRACK,EMERGENCY,True,94.0
EVT-800266,AST-TRK-1146,2026-07-08,110,TRACK,EMERGENCY,True,94.0
EVT-800267,AST-TRK-1105,2026-07-09,111,TRACK,URGENT,False,94.3
EVT-800268,AST-TRK-1057,2026-07-10,112,TRACK,URGENT,False,93.1
EVT-800269,AST-SIG-1062,2026-07-10,112,SIGNAL,URGENT,False,86.8
EVT-800270,AST-TRK-1059,2026-07-11,113,TRACK,URGENT,False,95.4
EVT-800271,AST-TRK-1076,2026-07-11,113,TRACK,URGENT,False,95.6
EVT-800272,AST-TRK-1142,2026-07-11,113,TRACK,URGENT,False,94.4
EVT-800273,AST-TRK-1157,2026-07-11,113,TRACK,URGENT,False,94.6
EVT-800274,AST-TRK-1108,2026-07-12,114,TRACK,URGENT,False,94.2
EVT-800275,AST-SIG-1112,2026-07-12,114,SIGNAL,EMERGENCY,True,87.7
EVT-800276,AST-TRK-1153,2026-07-12,114,TRACK,URGENT,False,94.0
EVT-800277,AST-PNT-1019,2026-07-13,115,POINT_MACHINE,URGENT,False,93.4
EVT-800278,AST-TRK-1094,2026-07-13,115,TRACK,URGENT,False,93.6
EVT-800279,AST-PNT-1019,2026-07-15,117,POINT_MACHINE,URGENT,False,93.0
EVT-800280,AST-TRK-1088,2026-07-15,117,TRACK,URGENT,False,92.1
EVT-800281,AST-OHE-1005,2026-07-16,118,OHE,EMERGENCY,True,91.2
EVT-800282,AST-OHE-1010,2026-07-16,118,OHE,EMERGENCY,True,93.2
EVT-800283,AST-TRK-1021,2026-07-16,118,TRACK,URGENT,False,95.2
EVT-800284,AST-SIG-1096,2026-07-16,118,SIGNAL,URGENT,False,91.6
EVT-800285,AST-TRK-1051,2026-07-17,119,TRACK,EMERGENCY,True,92.0
EVT-800286,AST-TRK-1091,2026-07-17,119,TRACK,URGENT,False,92.5
EVT-800287,AST-TRK-1148,2026-07-17,119,TRACK,URGENT,False,94.9
EVT-800288,AST-TRK-1131,2026-07-18,120,TRACK,URGENT,False,95.0
EVT-800289,AST-TRK-1138,2026-07-18,120,TRACK,URGENT,False,93.9
EVT-800290,AST-TRK-1002,2026-07-19,121,TRACK,URGENT,False,94.3
EVT-800291,AST-SIG-1022,2026-07-19,121,SIGNAL,URGENT,False,93.6
EVT-800292,AST-TRK-1100,2026-07-20,122,TRACK,EMERGENCY,True,93.6
EVT-800293,AST-SIG-1112,2026-07-20,122,SIGNAL,URGENT,False,87.2
EVT-800294,AST-TRK-1167,2026-07-20,122,TRACK,URGENT,False,95.6
EVT-800295,AST-TRK-1160,2026-07-21,123,TRACK,URGENT,False,94.7
EVT-800296,AST-PNT-1173,2026-07-21,123,POINT_MACHINE,URGENT,False,92.4
EVT-800297,AST-SIG-1018,2026-07-23,125,SIGNAL,EMERGENCY,True,89.8
EVT-800298,AST-OHE-1020,2026-07-24,126,OHE,URGENT,False,93.6
EVT-800299,AST-TRK-1021,2026-07-24,126,TRACK,URGENT,False,93.9
EVT-800300,AST-PNT-1023,2026-07-24,126,POINT_MACHINE,EMERGENCY,True,90.4
EVT-800301,AST-TRK-1126,2026-07-24,126,TRACK,URGENT,False,94.5
EVT-800302,AST-TRK-1140,2026-07-24,126,TRACK,EMERGENCY,True,92.5
EVT-800303,AST-TRK-1094,2026-07-25,127,TRACK,URGENT,False,91.8
EVT-800304,AST-OHE-1098,2026-07-25,127,OHE,EMERGENCY,True,89.6
EVT-800305,AST-TRK-1155,2026-07-25,127,TRACK,URGENT,False,91.8
EVT-800306,AST-TRK-1034,2026-07-26,128,TRACK,URGENT,False,92.2
EVT-800307,AST-TRK-1093,2026-07-26,128,TRACK,URGENT,False,94.1
EVT-800308,AST-TRK-1001,2026-07-27,129,TRACK,URGENT,False,93.4
EVT-800309,AST-PNT-1009,2026-07-27,129,POINT_MACHINE,URGENT,False,91.7
EVT-800310,AST-TRK-1080,2026-07-28,130,TRACK,URGENT,False,92.5
EVT-800311,AST-TRK-1165,2026-07-28,130,TRACK,URGENT,False,92.7
EVT-800312,AST-OHE-1020,2026-07-29,131,OHE,EMERGENCY,True,93.2
EVT-800313,AST-SIG-1112,2026-07-29,131,SIGNAL,EMERGENCY,True,86.7
EVT-800314,AST-TRK-1134,2026-07-29,131,TRACK,EMERGENCY,True,90.8
EVT-800315,AST-TRK-1044,2026-07-30,132,TRACK,URGENT,False,92.6
EVT-800316,AST-OHE-1174,2026-07-30,132,OHE,EMERGENCY,True,91.5
EVT-800317,AST-SIG-1003,2026-07-31,133,SIGNAL,URGENT,False,86.5
EVT-800318,AST-PNT-1113,2026-07-31,133,POINT_MACHINE,URGENT,False,93.6
EVT-800319,AST-TRK-1136,2026-07-31,133,TRACK,URGENT,False,92.0
EVT-800320,AST-TRK-1036,2026-08-01,134,TRACK,URGENT,False,90.6
