asset_id,asset_name,category,department,section_id,track_id,start_km,end_km,criticality_weight,health_index,last_inspected_days_ago
AST-PNT-1023,Point Machine ANVT-GZB Crossover Junction,POINT_MACHINE,SIGNAL_TELECOM,ANVT-GZB,ANVT-GZB-UP,12.0,12.2,5,87.1,4
AST-OHE-1024,25kV OHE Catenary Section ANVT-GZB UP,OHE,TRD,ANVT-GZB,ANVT-GZB-UP,0.0,15.0,4,92.8,13
AST-TRK-1025,Track Block ANVT-GZB DOWN (Km 0.0-15.0),TRACK,ENGINEERING,ANVT-GZB,ANVT-GZB-DN,0.0,15.0,4,74.2,45
AST-SIG-1026,Signal Post ANVT-GZB DOWN Auto Block,SIGNAL,SIGNAL_TELECOM,ANVT-GZB,ANVT-GZB-DN,4.5,4.6,4,94.2,13
AST-PNT-1027,Point Machine ANVT-GZB Crossover Junction,POINT_MACHINE,SIGNAL_TELECOM,ANVT-GZB,ANVT-GZB-DN,12.0,12.2,5,73.0,8
AST-OHE-1028,25kV OHE Catenary Section ANVT-GZB DOWN,OHE,TRD,ANVT-GZB,ANVT-GZB-DN,0.0,15.0,4,87.4,50
AST-TRK-1029,Track Block GZB-ALJN UP (Km 0.0-10.5),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-UP,0.0,10.5,5,67.4,45
AST-TRK-1030,Track Block GZB-ALJN UP (Km 10.5-21.0),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-UP,10.5,21.0,3,82.6,20
AST-TRK-1031,Track Block GZB-ALJN UP (Km 21.0-31.5),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-UP,21.0,31.5,3,80.3,22
AST-TRK-1032,Track Block GZB-ALJN UP (Km 31.5-42.0),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-UP,31.5,42.0,5,87.7,19
AST-TRK-1033,Track Block GZB-ALJN UP (Km 42.0-52.5),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-UP,42.0,52.5,5,75.7,54
AST-TRK-1034,Track Block GZB-ALJN UP (Km 52.5-63.0),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-UP,52.5,63.0,3,72.6,7
AST-TRK-1035,Track Block GZB-ALJN UP (Km 63.0-73.5),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-UP,63.0,73.5,4,78.2,9
AST-TRK-1036,Track Block GZB-ALJN UP (Km 73.5-84.0),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-UP,73.5,84.0,3,95.1,41
AST-TRK-1037,Track Block GZB-ALJN UP (Km 84.0-94.5),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-UP,84.0,94.5,5,75.4,46
AST-TRK-1038,Track Block GZB-ALJN UP (Km 94.5-105.0),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-UP,94.5,105.0,4,78.1,46
AST-SIG-1039,Signal Post GZB-ALJN UP Auto Block,SIGNAL,SIGNAL_TELECOM,GZB-ALJN,GZB-ALJN-UP,31.5,31.6,4,83.3,19
AST-PNT-1040,Point Machine GZB-ALJN Crossover Junction,POINT_MACHINE,SIGNAL_TELECOM,GZB-ALJN,GZB-ALJN-UP,84.0,84.2,5,64.9,25
AST-OHE-1041,25kV OHE Catenary Section GZB-ALJN UP,OHE,TRD,GZB-ALJN,GZB-ALJN-UP,0.0,105.0,4,84.3,23
AST-TRK-1042,Track Block GZB-ALJN DOWN (Km 0.0-10.5),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-DN,0.0,10.5,5,84.3,42
AST-TRK-1043,Track Block GZB-ALJN DOWN (Km 10.5-21.0),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-DN,10.5,21.0,4,76.9,13
AST-TRK-1044,Track Block GZB-ALJN DOWN (Km 21.0-31.5),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-DN,21.0,31.5,5,81.3,53
AST-TRK-1045,Track Block GZB-ALJN DOWN (Km 31.5-42.0),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-DN,31.5,42.0,3,93.4,14
AST-TRK-1046,Track Block GZB-ALJN DOWN (Km 42.0-52.5),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-DN,42.0,52.5,5,70.3,48
AST-TRK-1047,Track Block GZB-ALJN DOWN (Km 52.5-63.0),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-DN,52.5,63.0,4,84.7,29
AST-TRK-1048,Track Block GZB-ALJN DOWN (Km 63.0-73.5),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-DN,63.0,73.5,4,84.7,34
AST-TRK-1049,Track Block GZB-ALJN DOWN (Km 73.5-84.0),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-DN,73.5,84.0,5,73.3,40
AST-TRK-1050,Track Block GZB-ALJN DOWN (Km 84.0-94.5),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-DN,84.0,94.5,3,87.4,12
AST-TRK-1051,Track Block GZB-ALJN DOWN (Km 94.5-105.0),TRACK,ENGINEERING,GZB-ALJN,GZB-ALJN-DN,94.5,105.0,5,94.2,53
AST-SIG-1052,Signal Post GZB-ALJN DOWN Auto Block,SIGNAL,SIGNAL_TELECOM,GZB-ALJN,GZB-ALJN-DN,31.5,31.6,4,77.7,44
AST-PNT-1053,Point Machine GZB-ALJN Crossover Junction,POINT_MACHINE,SIGNAL_TELECOM,GZB-ALJN,GZB-ALJN-DN,84.0,84.2,5,71.9,11
AST-OHE-1054,25kV OHE Catenary Section GZB-ALJN DOWN,OHE,TRD,GZB-ALJN,GZB-ALJN-DN,0.0,105.0,4,80.6,36
AST-TRK-1055,Track Block ALJN-TDL UP (Km 0.0-11.1),TRACK,ENGINEERING,ALJN-TDL,ALJN-TDL-UP,0.0,11.1,3,96.5,51
AST-TRK-1056,Track Block ALJN-TDL UP (Km 11.1-22.3),TRACK,ENGINEERING,ALJN-TDL,ALJN-TDL-UP,11.1,22.3,4,97.1,53
AST-TRK-1057,Track Block ALJN-TDL UP (Km 22.3-33.4),TRACK,ENGINEERING,ALJN-TDL,ALJN-TDL-UP,22.3,33.4,3,81.8,11
AST-TRK-1058,Track Block ALJN-TDL UP (Km 33.4-44.6),TRACK,ENGINEERING,ALJN-TDL,ALJN-TDL-UP,33.4,44.6,5,74.8,45
AST-TRK-1059,Track Block ALJN-TDL UP (Km 44.6-55.7),TRACK,ENGINEERING,ALJN-TDL,ALJN-TDL-UP,44.6,55.7,5,85.1,14
AST-TRK-1060,Track Block ALJN-TDL UP (Km 55.7-66.9),TRACK,ENGINEERING,ALJN-TDL,ALJN-TDL-UP,55.7,66.9,4,90.2,39
AST-TRK-1061,Track Block ALJN-TDL UP (Km 66.9-78.0),TRACK,ENGINEERING,ALJN-TDL,ALJN-TDL-UP,66.9,78.0,5,95.3,43
AST-SIG-1062,Signal Post ALJN-TDL UP Auto Block,SIGNAL,SIGNAL_TELECOM,ALJN-TDL,ALJN-TDL-UP,23.4,23.5,4,79.4,4
AST-PNT-1063,Point Machine ALJN-TDL Crossover Junction,POINT_MACHINE,SIGNAL_TELECOM,ALJN-TDL,ALJN-TDL-UP,62.4,62.6,5,63.9,13
AST-OHE-1064,25kV OHE Catenary Section ALJN-TDL UP,OHE,TRD,ALJN-TDL,ALJN-TDL-UP,0.0,78.0,4,93.5,26
AST-TRK-1065,Track Block ALJN-TDL DOWN (Km 0.0-11.1),TRACK,ENGINEERING,ALJN-TDL,ALJN-TDL-DN,0.0,11.1,3,66.9,41
AST-TRK-1066,Track Block ALJN-TDL DOWN (Km 11.1-22.3),TRACK,ENGINEERING,ALJN-TDL,ALJN-TDL-DN,11.1,22.3,3,67.8,36
AST-TRK-1067,Track Block ALJN-TDL DOWN (Km 22.3-33.4),TRACK,ENGINEERING,ALJN-TDL,ALJN-TDL-DN,22.3,33.4,3,97.3,39
AST-TRK-1068,Track Block ALJN-TDL DOWN (Km 33.4-44.6),TRACK,ENGINEERING,ALJN-TDL,ALJN-TDL-DN,33.4,44.6,3,69.2,35
AST-TRK-1069,Track Block ALJN-TDL DOWN (Km 44.6-55.7),TRACK,ENGINEERING,ALJN-TDL,ALJN-TDL-DN,44.6,55.7,5,70.4,38
AST-TRK-1070,Track Block ALJN-TDL DOWN (Km 55.7-66.9),TRACK,ENGINEERING,ALJN-TDL,ALJN-TDL-DN,55.7,66.9,5,79.0,18
AST-TRK-1071,Track Block ALJN-TDL DOWN (Km 66.9-78.0),TRACK,ENGINEERING,ALJN-TDL,ALJN-TDL-DN,66.9,78.0,5,89.9,49
AST-SIG-1072,Signal Post ALJN-TDL DOWN Auto Block,SIGNAL,SIGNAL_TELECOM,ALJN-TDL,ALJN-TDL-DN,23.4,23.5,4,75.8,22
AST-PNT-1073,Point Machine ALJN-TDL Crossover Junction,POINT_MACHINE,SIGNAL_TELECOM,ALJN-TDL,ALJN-TDL-DN,62.4,62.6,5,74.0,23
AST-OHE-1074,25kV OHE Catenary Section ALJN-TDL DOWN,OHE,TRD,ALJN-TDL,ALJN-TDL-DN,0.0,78.0,4,86.8,35
AST-TRK-1075,Track Block TDL-ETW UP (Km 0.0-10.2),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-UP,0.0,10.2,5,79.9,20
AST-TRK-1076,Track Block TDL-ETW UP (Km 10.2-20.4),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-UP,10.2,20.4,3,67.1,6
AST-TRK-1077,Track Block TDL-ETW UP (Km 20.4-30.7),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-UP,20.4,30.7,5,83.3,42
AST-TRK-1078,Track Block TDL-ETW UP (Km 30.7-40.9),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-UP,30.7,40.9,3,65.2,50
AST-TRK-1079,Track Block TDL-ETW UP (Km 40.9-51.1),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-UP,40.9,51.1,5,66.9,9
AST-TRK-1080,Track Block TDL-ETW UP (Km 51.1-61.3),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-UP,51.1,61.3,3,93.4,9
AST-TRK-1081,Track Block TDL-ETW UP (Km 61.3-71.6),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-UP,61.3,71.6,5,72.9,47
AST-TRK-1082,Track Block TDL-ETW UP (Km 71.6-81.8),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-UP,71.6,81.8,4,72.1,13
AST-TRK-1083,Track Block TDL-ETW UP (Km 81.8-92.0),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-UP,81.8,92.0,5,95.9,41
AST-SIG-1084,Signal Post TDL-ETW UP Auto Block,SIGNAL,SIGNAL_TELECOM,TDL-ETW,TDL-ETW-UP,27.6,27.7,4,86.7,18
AST-PNT-1085,Point Machine TDL-ETW Crossover Junction,POINT_MACHINE,SIGNAL_TELECOM,TDL-ETW,TDL-ETW-UP,73.6,73.8,5,87.5,27
AST-OHE-1086,25kV OHE Catenary Section TDL-ETW UP,OHE,TRD,TDL-ETW,TDL-ETW-UP,0.0,92.0,4,79.8,13
AST-TRK-1087,Track Block TDL-ETW DOWN (Km 0.0-10.2),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-DN,0.0,10.2,3,86.7,27
AST-TRK-1088,Track Block TDL-ETW DOWN (Km 10.2-20.4),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-DN,10.2,20.4,4,78.6,60
AST-TRK-1089,Track Block TDL-ETW DOWN (Km 20.4-30.7),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-DN,20.4,30.7,5,66.8,46
AST-TRK-1090,Track Block TDL-ETW DOWN (Km 30.7-40.9),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-DN,30.7,40.9,5,68.2,30
AST-TRK-1091,Track Block TDL-ETW DOWN (Km 40.9-51.1),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-DN,40.9,51.1,5,76.2,60
AST-TRK-1092,Track Block TDL-ETW DOWN (Km 51.1-61.3),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-DN,51.1,61.3,3,73.2,17
AST-TRK-1093,Track Block TDL-ETW DOWN (Km 61.3-71.6),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-DN,61.3,71.6,5,79.8,32
AST-TRK-1094,Track Block TDL-ETW DOWN (Km 71.6-81.8),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-DN,71.6,81.8,3,74.2,20
AST-TRK-1095,Track Block TDL-ETW DOWN (Km 81.8-92.0),TRACK,ENGINEERING,TDL-ETW,TDL-ETW-DN,81.8,92.0,3,79.6,60
AST-SIG-1096,Signal Post TDL-ETW DOWN Auto Block,SIGNAL,SIGNAL_TELECOM,TDL-ETW,TDL-ETW-DN,27.6,27.7,4,94.8,9
AST-PNT-1097,Point Machine TDL-ETW Crossover Junction,POINT_MACHINE,SIGNAL_TELECOM,TDL-ETW,TDL-ETW-DN,73.6,73.8,5,61.8,19
AST-OHE-1098,25kV OHE Catenary Section TDL-ETW DOWN,OHE,TRD,TDL-ETW,TDL-ETW-DN,0.0,92.0,4,92.2,12
AST-TRK-1099,Track Block ETW-CNB UP (Km 0.0-10.7),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-UP,0.0,10.7,3,70.5,36
AST-TRK-1100,Track Block ETW-CNB UP (Km 10.7-21.4),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-UP,10.7,21.4,4,72.1,30
AST-TRK-1101,Track Block ETW-CNB UP (Km 21.4-32.1),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-UP,21.4,32.1,3,70.4,5
AST-TRK-1102,Track Block ETW-CNB UP (Km 32.1-42.8),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-UP,32.1,42.8,4,73.8,55
AST-TRK-1103,Track Block ETW-CNB UP (Km 42.8-53.5),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-UP,42.8,53.5,4,74.4,49
AST-TRK-1104,Track Block ETW-CNB UP (Km 53.5-64.2),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-UP,53.5,64.2,5,97.8,40
AST-TRK-1105,Track Block ETW-CNB UP (Km 64.2-74.8),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-UP,64.2,74.8,5,88.7,14
AST-TRK-1106,Track Block ETW-CNB UP (Km 74.8-85.5),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-UP,74.8,85.5,3,74.8,8
AST-TRK-1107,Track Block ETW-CNB UP (Km 85.5-96.2),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-UP,85.5,96.2,5,89.3,8
AST-TRK-1108,Track Block ETW-CNB UP (Km 96.2-106.9),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-UP,96.2,106.9,5,75.3,8
AST-TRK-1109,Track Block ETW-CNB UP (Km 106.9-117.6),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-UP,106.9,117.6,5,80.7,59
AST-TRK-1110,Track Block ETW-CNB UP (Km 117.6-128.3),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-UP,117.6,128.3,5,70.2,37
AST-TRK-1111,Track Block ETW-CNB UP (Km 128.3-139.0),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-UP,128.3,139.0,3,93.1,9
AST-SIG-1112,Signal Post ETW-CNB UP Auto Block,SIGNAL,SIGNAL_TELECOM,ETW-CNB,ETW-CNB-UP,41.7,41.8,4,87.3,18
AST-PNT-1113,Point Machine ETW-CNB Crossover Junction,POINT_MACHINE,SIGNAL_TELECOM,ETW-CNB,ETW-CNB-UP,111.2,111.4,5,74.1,30
AST-OHE-1114,25kV OHE Catenary Section ETW-CNB UP,OHE,TRD,ETW-CNB,ETW-CNB-UP,0.0,139.0,4,84.5,44
AST-TRK-1115,Track Block ETW-CNB DOWN (Km 0.0-10.7),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-DN,0.0,10.7,5,66.3,10
AST-TRK-1116,Track Block ETW-CNB DOWN (Km 10.7-21.4),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-DN,10.7,21.4,4,86.7,41
AST-TRK-1117,Track Block ETW-CNB DOWN (Km 21.4-32.1),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-DN,21.4,32.1,5,75.4,21
AST-TRK-1118,Track Block ETW-CNB DOWN (Km 32.1-42.8),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-DN,32.1,42.8,3,87.1,25
AST-TRK-1119,Track Block ETW-CNB DOWN (Km 42.8-53.5),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-DN,42.8,53.5,3,73.8,13
AST-TRK-1120,Track Block ETW-CNB DOWN (Km 53.5-64.2),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-DN,53.5,64.2,5,86.3,34
AST-TRK-1121,Track Block ETW-CNB DOWN (Km 64.2-74.8),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-DN,64.2,74.8,4,95.7,9
AST-TRK-1122,Track Block ETW-CNB DOWN (Km 74.8-85.5),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-DN,74.8,85.5,3,80.1,41
AST-TRK-1123,Track Block ETW-CNB DOWN (Km 85.5-96.2),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-DN,85.5,96.2,3,67.4,18
AST-TRK-1124,Track Block ETW-CNB DOWN (Km 96.2-106.9),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-DN,96.2,106.9,5,73.8,27
AST-TRK-1125,Track Block ETW-CNB DOWN (Km 106.9-117.6),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-DN,106.9,117.6,3,94.0,28
AST-TRK-1126,Track Block ETW-CNB DOWN (Km 117.6-128.3),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-DN,117.6,128.3,4,70.2,58
AST-TRK-1127,Track Block ETW-CNB DOWN (Km 128.3-139.0),TRACK,ENGINEERING,ETW-CNB,ETW-CNB-DN,128.3,139.0,5,88.2,44
AST-SIG-1128,Signal Post ETW-CNB DOWN Auto Block,SIGNAL,SIGNAL_TELECOM,ETW-CNB,ETW-CNB-DN,41.7,41.8,4,98.5,44
AST-PNT-1129,Point Machine ETW-CNB Crossover Junction,POINT_MACHINE,SIGNAL_TELECOM,ETW-CNB,ETW-CNB-DN,111.2,111.4,5,78.5,23
AST-OHE-1130,25kV OHE Catenary Section ETW-CNB DOWN,OHE,TRD,ETW-CNB,ETW-CNB-DN,0.0,139.0,4,91.7,26
AST-TRK-1131,Track Block CNB-PRYJ UP (Km 0.0-10.2),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,0.0,10.2,5,68.4,13
AST-TRK-1132,Track Block CNB-PRYJ UP (Km 10.2-20.4),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,10.2,20.4,4,68.8,11
AST-TRK-1133,Track Block CNB-PRYJ UP (Km 20.4-30.6),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,20.4,30.6,5,83.3,22
AST-TRK-1134,Track Block CNB-PRYJ UP (Km 30.6-40.8),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,30.6,40.8,4,85.0,50
AST-TRK-1135,Track Block CNB-PRYJ UP (Km 40.8-51.1),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,40.8,51.1,4,71.7,45
AST-TRK-1136,Track Block CNB-PRYJ UP (Km 51.1-61.3),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,51.1,61.3,4,81.7,21
AST-TRK-1137,Track Block CNB-PRYJ UP (Km 61.3-71.5),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,61.3,71.5,3,68.0,32
AST-TRK-1138,Track Block CNB-PRYJ UP (Km 71.5-81.7),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,71.5,81.7,4,66.5,26
AST-TRK-1139,Track Block CNB-PRYJ UP (Km 81.7-91.9),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,81.7,91.9,3,86.0,21
AST-TRK-1140,Track Block CNB-PRYJ UP (Km 91.9-102.1),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,91.9,102.1,3,89.5,40
AST-TRK-1141,Track Block CNB-PRYJ UP (Km 102.1-112.3),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,102.1,112.3,5,79.1,5
AST-TRK-1142,Track Block CNB-PRYJ UP (Km 112.3-122.5),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,112.3,122.5,3,67.5,49
AST-TRK-1143,Track Block CNB-PRYJ UP (Km 122.5-132.7),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,122.5,132.7,3,83.0,58
AST-TRK-1144,Track Block CNB-PRYJ UP (Km 132.7-142.9),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,132.7,142.9,4,84.2,14
AST-TRK-1145,Track Block CNB-PRYJ UP (Km 142.9-153.2),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,142.9,153.2,4,69.2,24
AST-TRK-1146,Track Block CNB-PRYJ UP (Km 153.2-163.4),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,153.2,163.4,4,94.7,55
AST-TRK-1147,Track Block CNB-PRYJ UP (Km 163.4-173.6),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,163.4,173.6,3,94.7,18
AST-TRK-1148,Track Block CNB-PRYJ UP (Km 173.6-183.8),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,173.6,183.8,5,73.2,11
AST-TRK-1149,Track Block CNB-PRYJ UP (Km 183.8-194.0),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-UP,183.8,194.0,4,90.7,60
AST-SIG-1150,Signal Post CNB-PRYJ UP Auto Block,SIGNAL,SIGNAL_TELECOM,CNB-PRYJ,CNB-PRYJ-UP,58.2,58.3,4,81.8,42
AST-PNT-1151,Point Machine CNB-PRYJ Crossover Junction,POINT_MACHINE,SIGNAL_TELECOM,CNB-PRYJ,CNB-PRYJ-UP,155.2,155.4,5,86.2,9
AST-OHE-1152,25kV OHE Catenary Section CNB-PRYJ UP,OHE,TRD,CNB-PRYJ,CNB-PRYJ-UP,0.0,194.0,4,93.1,18
AST-TRK-1153,Track Block CNB-PRYJ DOWN (Km 0.0-10.2),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,0.0,10.2,4,65.8,52
AST-TRK-1154,Track Block CNB-PRYJ DOWN (Km 10.2-20.4),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,10.2,20.4,4,90.8,31
AST-TRK-1155,Track Block CNB-PRYJ DOWN (Km 20.4-30.6),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,20.4,30.6,5,93.5,56
AST-TRK-1156,Track Block CNB-PRYJ DOWN (Km 30.6-40.8),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,30.6,40.8,3,73.8,55
AST-TRK-1157,Track Block CNB-PRYJ DOWN (Km 40.8-51.1),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,40.8,51.1,5,68.6,60
AST-TRK-1158,Track Block CNB-PRYJ DOWN (Km 51.1-61.3),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,51.1,61.3,3,93.3,19
AST-TRK-1159,Track Block CNB-PRYJ DOWN (Km 61.3-71.5),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,61.3,71.5,3,91.9,34
AST-TRK-1160,Track Block CNB-PRYJ DOWN (Km 71.5-81.7),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,71.5,81.7,4,75.1,55
